AC_NO,AC_NAME,Candidate,Party,Votes,Margin,Status,Total_Votes_Polled,DISTRICT,GENERAL_SC,Total_Votes_Per_District
79,Gaura Bauram,SONI DEVI,Rashtriya Janwadi Party (Socialist),183,-77499,lost,168223,DARBHANGA,GENERAL,1847817
79,Gaura Bauram,NOTA,None of the Above,3663,-74019,,168223,DARBHANGA,GENERAL,1847817
80,Benipur,BINAY KUMAR CHOUDHARY,Janata Dal (United),84207,13603,won,188366,DARBHANGA,GENERAL,1847817
80,Benipur,MITHILESH KUMAR CHOUDHARY,Indian National Congress,70604,-13603,lost,188366,DARBHANGA,GENERAL,1847817
80,Benipur,AMRESH KUMAR AMAR,Jan Suraaj Party,6558,-77649,lost,188366,DARBHANGA,GENERAL,1847817
80,Benipur,CHUN CHUN JHA,Independent,6532,-77675,lost,188366,DARBHANGA,GENERAL,1847817
80,Benipur,AVADHESH KUMAR JHA,Independent,5428,-78779,lost,188366,DARBHANGA,GENERAL,1847817
80,Benipur,MAHENDRA NARAYAN MAHTO,Independent,4457,-79750,lost,188366,DARBHANGA,GENERAL,1847817
80,Benipur,PRAMOD PASWAN,Bahujan Samaj Party,2001,-82206,lost,188366,DARBHANGA,GENERAL,1847817
80,Benipur,IMTIYAZ AHMAD,Independent,1422,-82785,lost,188366,DARBHANGA,GENERAL,1847817
80,Benipur,SIYA LAKHAN YADAV,Open people's Party,863,-83344,lost,188366,DARBHANGA,GENERAL,1847817
80,Benipur,VIDYANAND RAM,Wazib Adhikar Party,816,-83391,lost,188366,DARBHANGA,GENERAL,1847817
80,Benipur,PRAMILA JHA,Bhartiya Mahasangh Party,714,-83493,lost,188366,DARBHANGA,GENERAL,1847817
80,Benipur,AMARJEE MISHRA,Independent,699,-83508,lost,188366,DARBHANGA,GENERAL,1847817
80,Benipur,PRAMOD KUMAR SAHU,Rashtriya Samajwadi Lok Adhikar Party,565,-83642,lost,188366,DARBHANGA,GENERAL,1847817
80,Benipur,SHANKAR DOM URF SHANKAR MALLIK,Aam Janta Pragati Party,392,-83815,lost,188366,DARBHANGA,GENERAL,1847817
80,Benipur,NOTA,None of the Above,3108,-81099,,188366,DARBHANGA,GENERAL,1847817
81,Alinagar,MAITHILI THAKUR,Bharatiya Janata Party,84915,11730,won,173117,DARBHANGA,GENERAL,1847817
81,Alinagar,BINOD MISHRA,Rashtriya Janata Dal,73185,-11730,lost,173117,DARBHANGA,GENERAL,1847817
81,Alinagar,SAIFUDDIN AHMED,Independent,2803,-82112,lost,173117,DARBHANGA,GENERAL,1847817
81,Alinagar,BIPLAW KUMAR CHOUDHARY,Jan Suraaj Party,2275,-82640,lost,173117,DARBHANGA,GENERAL,1847817
81,Alinagar,RAJIPAL JHA,Aam Aadmi Party,1484,-83431,lost,173117,DARBHANGA,GENERAL,1847817
81,Alinagar,HARI LAL SHARMA,Independent,870,-84045,lost,173117,DARBHANGA,GENERAL,1847817
81,Alinagar,CHANDU CHAUDHRY,Independent,778,-84137,lost,173117,DARBHANGA,GENERAL,1847817
81,Alinagar,NAVIJAN ANSARI,Aam Janta Pragati Party,671,-84244,lost,173117,DARBHANGA,GENERAL,1847817
81,Alinagar,SANJAY KUMAR JHA,Mithilawadi party,422,-84493,lost,173117,DARBHANGA,GENERAL,1847817
81,Alinagar,SITAMBAR SHARMA,Jagrook Janta Party,331,-84584,lost,173117,DARBHANGA,GENERAL,1847817
81,Alinagar,GANESH CHOUDHARY,Independent,320,-84595,lost,173117,DARBHANGA,GENERAL,1847817
81,Alinagar,NOORUDDIN ZANGI,Social Democratic Party Of India,312,-84603,lost,173117,DARBHANGA,GENERAL,1847817
81,Alinagar,NOTA,None of the Above,4751,-80164,,173117,DARBHANGA,GENERAL,1847817
82,Darbhanga Rural,RAJESH KUMAR MANDAL,Janata Dal (United),80624,18392,won,183048,DARBHANGA,GENERAL,1847817
82,Darbhanga Rural,LALIT KUMAR YADAV,Rashtriya Janata Dal,62232,-18392,lost,183048,DARBHANGA,GENERAL,1847817
82,Darbhanga Rural,MD JALALUDDIN SAHIL,All India Majlis-E-Ittehadul Muslimeen,17008,-63616,lost,183048,DARBHANGA,GENERAL,1847817
82,Darbhanga Rural,SHYAM PASWAN,Independent,4638,-75986,lost,183048,DARBHANGA,GENERAL,1847817
82,Darbhanga Rural,SHOAIB AHMED KHAN,Jan Suraaj Party,3814,-76810,lost,183048,DARBHANGA,GENERAL,1847817
82,Darbhanga Rural,RAM SUKAMAR YADAV,Independent,2901,-77723,lost,183048,DARBHANGA,GENERAL,1847817
82,Darbhanga Rural,JAI KISHUN SAHNI,Independent,2330,-78294,lost,183048,DARBHANGA,GENERAL,1847817
82,Darbhanga Rural,JAGAT NARAYAN NAYAK,Bahujan Samaj Party,2118,-78506,lost,183048,DARBHANGA,GENERAL,1847817
82,Darbhanga Rural,MOHAMMAD KALAM,Bharat Jan Jagran Dal,744,-79880,lost,183048,DARBHANGA,GENERAL,1847817
82,Darbhanga Rural,ABDUL QUDDUS,Independent,639,-79985,lost,183048,DARBHANGA,GENERAL,1847817
82,Darbhanga Rural,UDAY CHANDRA CHAUPAL,Independent,585,-80039,lost,183048,DARBHANGA,GENERAL,1847817
82,Darbhanga Rural,PRADEEP KUMAR MISHRA,Aam Janta Pragati Party,472,-80152,lost,183048,DARBHANGA,GENERAL,1847817
82,Darbhanga Rural,ROSHAN,Vikas Insaf Party,427,-80197,lost,183048,DARBHANGA,GENERAL,1847817
82,Darbhanga Rural,NOTA,None of the Above,4516,-76108,,183048,DARBHANGA,GENERAL,1847817
83,Darbhanga,SANJAY SARAOGI,Bharatiya Janata Party,97453,24593,won,196236,DARBHANGA,GENERAL,1847817
83,Darbhanga,UMESH SAHANI,Vikassheel Insaan Party,72860,-24593,lost,196236,DARBHANGA,GENERAL,1847817
83,Darbhanga,RAKESH KUMAR MISHRA,Jan Suraaj Party,11758,-85695,lost,196236,DARBHANGA,GENERAL,1847817
83,Darbhanga,MD NAFISUL HAQUE,Independent,2314,-95139,lost,196236,DARBHANGA,GENERAL,1847817
83,Darbhanga,MD SHAQUIB NAJMI,Akhil Bharatiya Socialist Party,1856,-95597,lost,196236,DARBHANGA,GENERAL,1847817
83,Darbhanga,ABHISHEK KUMAR JHA,Mithilawadi party,1628,-95825,lost,196236,DARBHANGA,GENERAL,1847817
83,Darbhanga,ASHISH RANJAN,Aam Janta Pragati Party,1513,-95940,lost,196236,DARBHANGA,GENERAL,1847817
83,Darbhanga,PUSHPAM PRIYA,The Plurals Party,1403,-96050,lost,196236,DARBHANGA,GENERAL,1847817
83,Darbhanga,SUJEET KUMAR CHAUDHARY,Independent,1363,-96090,lost,196236,DARBHANGA,GENERAL,1847817
83,Darbhanga,DURGA NANDA MAHAVIR NAYAK,Bahujan Samaj Party,953,-96500,lost,196236,DARBHANGA,GENERAL,1847817
83,Darbhanga,RANJEET KUMAR RAM,Wazib Adhikar Party,852,-96601,lost,196236,DARBHANGA,GENERAL,1847817
83,Darbhanga,MOHAMMAD AMAJAD KHAN,Independent,470,-96983,lost,196236,DARBHANGA,GENERAL,1847817
83,Darbhanga,MOJAHID ALAM,Socialist Unity Centre Of India (COMMUNIST),345,-97108,lost,196236,DARBHANGA,GENERAL,1847817
83,Darbhanga,NOTA,None of the Above,1468,-95985,,196236,DARBHANGA,GENERAL,1847817
84,Hayaghat,RAM CHANDRA PRASAD,Bharatiya Janata Party,77222,11839,won,169035,DARBHANGA,GENERAL,1847817
84,Hayaghat,SHYAM BHARTI,Communist Party of India (Marxist),65383,-11839,lost,169035,DARBHANGA,GENERAL,1847817
84,Hayaghat,PRATIBHA SINGH,Jan Suraaj Party,5759,-71463,lost,169035,DARBHANGA,GENERAL,1847817
84,Hayaghat,MOHAMMAD MAHTAB ALAM,Independent,3667,-73555,lost,169035,DARBHANGA,GENERAL,1847817
84,Hayaghat,PROBHENDRA JHA,Independent,3578,-73644,lost,169035,DARBHANGA,GENERAL,1847817
84,Hayaghat,LAKSHMI DAS,Independent,2379,-74843,lost,169035,DARBHANGA,GENERAL,1847817
84,Hayaghat,RAVINDRA NATH SINGH,Aam Aadmi Party,1922,-75300,lost,169035,DARBHANGA,GENERAL,1847817
84,Hayaghat,JAGNNATH SINGH,Janshakti Janta Dal,1465,-75757,lost,169035,DARBHANGA,GENERAL,1847817
84,Hayaghat,IRSHAD ALI,Desh Janhit Party,1200,-76022,lost,169035,DARBHANGA,GENERAL,1847817
84,Hayaghat,HARSHA NARAYAN PANDIT,Bhagidari Party(P),1137,-76085,lost,169035,DARBHANGA,GENERAL,1847817
84,Hayaghat,NAGESHWAR DAS,Bahujan Samaj Party,1115,-76107,lost,169035,DARBHANGA,GENERAL,1847817
84,Hayaghat,NARESH KUMAR NAWAL,Independent,1001,-76221,lost,169035,DARBHANGA,GENERAL,1847817
84,Hayaghat,USHA AKELA,Independent,440,-76782,lost,169035,DARBHANGA,GENERAL,1847817
84,Hayaghat,NOTA,None of the Above,2767,-74455,,169035,DARBHANGA,GENERAL,1847817
85,Bahadurpur,MADAN SAHNI,Janata Dal (United),96300,12011,won,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,BHOLA YADAV,Rashtriya Janata Dal,84289,-12011,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,RAM CHATUR SAHNI,Independent,6312,-89988,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,MOHAMMAD AMIR HAIDER,Jan Suraaj Party,5579,-90721,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,PRANAY PRABHAKAR,Bahujan Samaj Party,2759,-93541,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,VINAI KUMAR SINGH,Independent,2379,-93921,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,RAM GULAM THAKUR,Independent,2320,-93980,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,DILEEP KUMAR,Independent,1778,-94522,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,SANJAY PRASAD OJHA,Independent,1712,-94588,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,SURESH PRASAD SINGH,Rashtriya Lok Janshakti Party,1586,-94714,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,ANJU DEVI,Bhagidari Party(P),1468,-94832,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,UMESH CHOUDHARY,Independent,1262,-95038,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,SANJAY KUMAR SINGH,Independent,816,-95484,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,RANJEET SHARMA,Gantantrik Samaj Party,768,-95532,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,BIRENDRA KUMAR PASWAN,Republican Party of India (Bhimrao Ambedkar),737,-95563,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,ASAD ALI,Independent,404,-95896,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,RAJNISH KUMAR,Jantantra Awaj Party,401,-95899,lost,212863,DARBHANGA,GENERAL,1847817
85,Bahadurpur,NOTA,None of the Above,1993,-94307,,212863,DARBHANGA,GENERAL,1847817
86,Keoti,MURARI MOHAN JHA,Bharatiya Janata Party,89123,7305,won,192588,DARBHANGA,GENERAL,1847817
86,Keoti,FARAZ FATMI,Rashtriya Janata Dal,81818,-7305,lost,192588,DARBHANGA,GENERAL,1847817
86,Keoti,MOHAMMAD ANISUR RAHMAN,All India Majlis-E-Ittehadul Muslimeen,7474,-81649,lost,192588,DARBHANGA,GENERAL,1847817
86,Keoti,BILTU SAHNI,Jan Suraaj Party,4816,-84307,lost,192588,DARBHANGA,GENERAL,1847817
86,Keoti,DHIRENDRA KUMAR DHEERAJ,Independent,3895,-85228,lost,192588,DARBHANGA,GENERAL,1847817
86,Keoti,MANOJ KUMAR MAHTO,Bahujan Samaj Party,964,-88159,lost,192588,DARBHANGA,GENERAL,1847817
86,Keoti,BALARAM THAKUR,Independent,737,-88386,lost,192588,DARBHANGA,GENERAL,1847817
86,Keoti,GULAB BABU RAIN,Independent,541,-88582,lost,192588,DARBHANGA,GENERAL,1847817
86,Keoti,YOGESH RANJAN,Proutist Sarva Samaj,460,-88663,lost,192588,DARBHANGA,GENERAL,1847817
86,Keoti,MOHAMMAD PINTU KHAN,Akhil Bharatiya Socialist Party,306,-88817,lost,192588,DARBHANGA,GENERAL,1847817
86,Keoti,NOTA,None of the Above,2454,-86669,,192588,DARBHANGA,GENERAL,1847817
87,Jale,JIBESH KUMAR,Bharatiya Janata Party,100496,21862,won,200365,DARBHANGA,GENERAL,1847817
87,Jale,RISHI MISHRA,Indian National Congress,78634,-21862,lost,200365,DARBHANGA,GENERAL,1847817
87,Jale,RANJIT SHARMA,Jan Suraaj Party,5150,-95346,lost,200365,DARBHANGA,GENERAL,1847817
87,Jale,FAISHAL RAHMAN,All India Majlis-E-Ittehadul Muslimeen,4666,-95830,lost,200365,DARBHANGA,GENERAL,1847817
87,Jale,MASKOOR AHMAD USMANI,Independent,4605,-95891,lost,200365,DARBHANGA,GENERAL,1847817
87,Jale,MOHAMMAD PIYARE,Independent,1865,-98631,lost,200365,DARBHANGA,GENERAL,1847817
87,Jale,ROHIT KUMAR,Bahujan Samaj Party,1246,-99250,lost,200365,DARBHANGA,GENERAL,1847817
87,Jale,SYED MD MAHTAB,The Plurals Party,502,-99994,lost,200365,DARBHANGA,GENERAL,1847817
87,Jale,MUMTAZ ALI,Jan Mithila Vikas Party,393,-100103,lost,200365,DARBHANGA,GENERAL,1847817
87,Jale,NOTA,None of the Above,2808,-97688,,200365,DARBHANGA,GENERAL,1847817
88,Gaighat,KOMAL SINGH,Janata Dal (United),108104,23417,won,223779,MUZAFFARPUR,GENERAL,2163427
88,Gaighat,NIRANJAN ROY,Rashtriya Janata Dal,84687,-23417,lost,223779,MUZAFFARPUR,GENERAL,2163427
88,Gaighat,ASHOK KUMAR SINGH,Jan Suraaj Party,10790,-97314,lost,223779,MUZAFFARPUR,GENERAL,2163427
88,Gaighat,SUBODH KUMAR SINGH,Independent,6157,-101947,lost,223779,MUZAFFARPUR,GENERAL,2163427
88,Gaighat,MITHILESH MANJHI,Independent,3264,-104840,lost,223779,MUZAFFARPUR,GENERAL,2163427
88,Gaighat,KUNAL KUMAR,Jan Sahmati Party,2969,-105135,lost,223779,MUZAFFARPUR,GENERAL,2163427
88,Gaighat,ISHRAT PERWEEN,Bahujan Samaj Party,2794,-105310,lost,223779,MUZAFFARPUR,GENERAL,2163427
88,Gaighat,UMESH PRASAD SINGH,Janshakti Janta Dal,1226,-106878,lost,223779,MUZAFFARPUR,GENERAL,2163427
88,Gaighat,NOTA,None of the Above,3788,-104316,,223779,MUZAFFARPUR,GENERAL,2163427
89,Aurai,RAMA NISHAD,Bharatiya Janata Party,104085,57206,won,207920,MUZAFFARPUR,GENERAL,2163427
89,Aurai,BHOGENDRA SAHNI,Vikassheel Insaan Party,46879,-57206,lost,207920,MUZAFFARPUR,GENERAL,2163427
89,Aurai,MD. AFTAB ALAM,Aazad Samaj Party (Kanshi Ram),31430,-72655,lost,207920,MUZAFFARPUR,GENERAL,2163427
89,Aurai,AKHILESH KUMAR,Independent,8915,-95170,lost,207920,MUZAFFARPUR,GENERAL,2163427
89,Aurai,RADHA RAMAN,Jan Suraaj Party,8705,-95380,lost,207920,MUZAFFARPUR,GENERAL,2163427
89,Aurai,SHEO SHANKAR GUPTA,Aam Aadmi Party,3333,-100752,lost,207920,MUZAFFARPUR,GENERAL,2163427
89,Aurai,HARISCHANDRA PRASAD YADAV,Independent,1130,-102955,lost,207920,MUZAFFARPUR,GENERAL,2163427
89,Aurai,NOTA,None of the Above,3443,-100642,,207920,MUZAFFARPUR,GENERAL,2163427
90,Minapur,AJAY KUMAR,Janata Dal (United),113411,34238,won,219843,MUZAFFARPUR,GENERAL,2163427
90,Minapur,RAJEEV KUMAR URF MUNNA YADAV,Rashtriya Janata Dal,79173,-34238,lost,219843,MUZAFFARPUR,GENERAL,2163427
90,Minapur,TEJ NARAYAN SAHNI,Jan Suraaj Party,6633,-106778,lost,219843,MUZAFFARPUR,GENERAL,2163427
90,Minapur,KUMAR PUSHPENDRA,Bahujan Samaj Party,3162,-110249,lost,219843,MUZAFFARPUR,GENERAL,2163427
90,Minapur,SANJIV CHAUDHRI,Independent,2654,-110757,lost,219843,MUZAFFARPUR,GENERAL,2163427
90,Minapur,SANTOSH KUMAR,Independent,2179,-111232,lost,219843,MUZAFFARPUR,GENERAL,2163427
90,Minapur,JITENDRA PRASAD,Rashtriya Jansambhavna Party,1502,-111909,lost,219843,MUZAFFARPUR,GENERAL,2163427
90,Minapur,SHIV KUMAR YADAV,Socialist Unity Centre Of India (COMMUNIST),1050,-112361,lost,219843,MUZAFFARPUR,GENERAL,2163427
90,Minapur,DHARMVIR KUMAR SHARMA,Jagrook Janta Party,807,-112604,lost,219843,MUZAFFARPUR,GENERAL,2163427
90,Minapur,DEENANATH PRASAD,Independent,750,-112661,lost,219843,MUZAFFARPUR,GENERAL,2163427
90,Minapur,RAMESH KUMAR,Independent,717,-112694,lost,219843,MUZAFFARPUR,GENERAL,2163427
90,Minapur,NOTA,None of the Above,7805,-105606,,219843,MUZAFFARPUR,GENERAL,2163427
91,Bochahan,BABY KUMARI,Lok Janshakti Party (Ram Vilas),108186,20316,won,218853,,,
91,Bochahan,AMAR KUMAR PASWAN,Rashtriya Janata Dal,87870,-20316,lost,218853,,,
91,Bochahan,UMESH KUMAR RAJAK,Jan Suraaj Party,5255,-102931,lost,218853,,,
91,Bochahan,RAJGEER PASWAN,Bajjikanchal Vikas Party,3812,-104374,lost,218853,,,
91,Bochahan,DEEPMALA DEVI,Independent,2928,-105258,lost,218853,,,
91,Bochahan,DR. ABHAY KUMAR,Aam Aadmi Party,2731,-105455,lost,218853,,,
91,Bochahan,JAYMANGAL RAM,Rashtriya Jansambhavna Party,2280,-105906,lost,218853,,,
91,Bochahan,RAHUL KUMAR,Bahujan Samaj Party,1976,-106210,lost,218853,,,
91,Bochahan,NOTA,None of the Above,3815,-104371,,218853,,,
92,Sakra,ADITYA KUMAR,Janata Dal (United),98723,15050,won,206108,MUZAFFARPUR,SC,2163427
92,Sakra,UMESH KUMAR RAM,Indian National Congress,83673,-15050,lost,206108,MUZAFFARPUR,SC,2163427
92,Sakra,RENU KUMARI URF RENU PASWAN,Jan Suraaj Party,6414,-92309,lost,206108,MUZAFFARPUR,SC,2163427
92,Sakra,SATEESH KUMAR,Independent,3594,-95129,lost,206108,MUZAFFARPUR,SC,2163427
92,Sakra,SACHINDRA KUMAR,Independent,3441,-95282,lost,206108,MUZAFFARPUR,SC,2163427
92,Sakra,RAM SEWAK PASWAN,Socialist Unity Centre Of India (COMMUNIST),3059,-95664,lost,206108,MUZAFFARPUR,SC,2163427
92,Sakra,ASHOK KUMAR,Bahujan Samaj Party,2564,-96159,lost,206108,MUZAFFARPUR,SC,2163427
92,Sakra,SHIV NARAYAN,Samata Party,1105,-97618,lost,206108,MUZAFFARPUR,SC,2163427
92,Sakra,NOTA,None of the Above,3535,-95188,,206108,MUZAFFARPUR,SC,2163427
93,Kurhani,KEDAR PD GUPTA,Bharatiya Janata Party,107811,9718,won,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,SUNIL KUMAR SUMAN,Rashtriya Janata Dal,98093,-9718,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,DHARMENDRA KUMAR,Independent,6733,-101078,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,MOHAMMAD ALI IRFAN,Jan Suraaj Party,4075,-103736,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,MANISH KUMAR,Independent,3368,-104443,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,VIJAYESH KUMAR,Bahujan Samaj Party,2117,-105694,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,SANJEET KUMAR JHA,Independent,1845,-105966,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,SUMIT KUMAR JHA,Independent,1209,-106602,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,PRAMOD KUMAR SHARMA,Independent,839,-106972,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,AJAY KUMAR SAHANI,Socialist Party (India),794,-107017,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,DINESH KUMAR RAY,Independent,771,-107040,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,ALOK KUMAR SINGH,Rashtriya Jansambhavna Party,555,-107256,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,MD GULAM MASOOM,Janshakti Janta Dal,524,-107287,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,GULAB KUMAR RAJAK,Independent,494,-107317,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,SANJEET MANJHI,Socialist Unity Centre Of India (COMMUNIST),436,-107375,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,DR. SANTOSH KUMAR,Independent,402,-107409,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,BAIJU KUMAR RAY,Samata Party,307,-107504,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,ARVIND KUMAR,Independent,278,-107533,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,SURESH KUMAR GUPTA,Independent,264,-107547,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,ROHIT KUMAR,Right to Recall Party,240,-107571,lost,231884,MUZAFFARPUR,GENERAL,2163427
93,Kurhani,NOTA,None of the Above,729,-107082,,231884,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,RANJAN KUMAR,Bharatiya Janata Party,100477,32657,won,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,BIJENDRA CHAUDHARY,Indian National Congress,67820,-32657,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,DR. A.K. DAS,Jan Suraaj Party,10173,-90304,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,SANJAY KUMAR KEJRIWAL,Independent,1651,-98826,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,CHANDRA BHUSHAN PRASAD,Independent,957,-99520,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,KANHAIYA KUMAR,Independent,805,-99672,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,SANJAY KUMAR S/O JATAN RAJAK,Independent,753,-99724,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,SHANU KUMAR,Aazad Samaj Party (Kanshi Ram),663,-99814,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,BASKIT KUMAR SHARMA,Independent,604,-99873,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,BALAK NATH SAHANI,Bahujan Samaj Party,594,-99883,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,SANJAY KUMAR S/O LATE NAND KISHOR PRASAD,Independent,460,-100017,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,MD HASAN,Aam Aadmi Party,434,-100043,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,ANAND PATEL,Independent,388,-100089,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,ASHOK KUMAR JHA,Garib Janshakti Party,301,-100176,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,DHANVANTI DEVI,Lok Chetna Dal,275,-100202,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,AWADHESH PRASAD SINGH,Independent,273,-100204,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,MANOJ KUMAR,Rashtriya Jansambhavna Party,223,-100254,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,MD SHABBIR ANSARI,Independent,222,-100255,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,AJAY KUMAR,Bajjikanchal Vikas Party,221,-100256,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,AMAN KUMAR JHA,Socialist Unity Centre Of India (COMMUNIST),171,-100306,lost,188071,MUZAFFARPUR,GENERAL,2163427
94,Muzaffarpur,NOTA,None of the Above,606,-99871,,188071,MUZAFFARPUR,GENERAL,2163427
95,Kanti,AJIT KUMAR,Janata Dal (United),117299,25795,won,232600,MUZAFFARPUR,GENERAL,2163427
95,Kanti,MOHAMMAD ISRAIL MANSURI,Rashtriya Janata Dal,91504,-25795,lost,232600,MUZAFFARPUR,GENERAL,2163427
95,Kanti,SUDARSHAN MISHRA,Jan Suraaj Party,4251,-113048,lost,232600,MUZAFFARPUR,GENERAL,2163427
95,Kanti,SURESH KUMAR GUPTA,Independent,2889,-114410,lost,232600,MUZAFFARPUR,GENERAL,2163427
95,Kanti,KUMARI SHEETAL,Aazad Samaj Party (Kanshi Ram),2594,-114705,lost,232600,MUZAFFARPUR,GENERAL,2163427
95,Kanti,RANJIT KUMAR JHA ALIAS PINAKI JHA,Independent,1237,-116062,lost,232600,MUZAFFARPUR,GENERAL,2163427
95,Kanti,VIVEK KUMAR,Bahujan Samaj Party,1200,-116099,lost,232600,MUZAFFARPUR,GENERAL,2163427
95,Kanti,LAL BABU ROY,Socialist Unity Centre Of India (COMMUNIST),1197,-116102,lost,232600,MUZAFFARPUR,GENERAL,2163427
95,Kanti,AJIT KUMAR,Independent,751,-116548,lost,232600,MUZAFFARPUR,GENERAL,2163427
95,Kanti,BIRENDRA KUMAR,Rashtriya Jansambhavna Party,589,-116710,lost,232600,MUZAFFARPUR,GENERAL,2163427
95,Kanti,MD JAFRUDIN,Independent,532,-116767,lost,232600,MUZAFFARPUR,GENERAL,2163427
95,Kanti,ANAND KUMAR JHA,Lok Chetna Dal,387,-116912,lost,232600,MUZAFFARPUR,GENERAL,2163427
95,Kanti,PRANJAL PRAKALP,Kisan Suraj Dal,347,-116952,lost,232600,MUZAFFARPUR,GENERAL,2163427
95,Kanti,NOTA,None of the Above,7823,-109476,,232600,MUZAFFARPUR,GENERAL,2163427
96,Baruraj,ARUN KUMAR SINGH,Bharatiya Janata Party,96879,29052,won,205509,MUZAFFARPUR,GENERAL,2163427
96,Baruraj,RAKESH KUMAR,Vikassheel Insaan Party,67827,-29052,lost,205509,MUZAFFARPUR,GENERAL,2163427
96,Baruraj,HIRALAL KHARIA,Jan Suraaj Party,19935,-76944,lost,205509,MUZAFFARPUR,GENERAL,2163427
96,Baruraj,AWADHESH KUMAR GUPTA,Independent,4857,-92022,lost,205509,MUZAFFARPUR,GENERAL,2163427
96,Baruraj,NASIMA  KHATOON,Bahujan Samaj Party,2944,-93935,lost,205509,MUZAFFARPUR,GENERAL,2163427
96,Baruraj,VIDHYALAL SAHANI,Lok Chetna Dal,2035,-94844,lost,205509,MUZAFFARPUR,GENERAL,2163427
96,Baruraj,SANTOSH KUMAR,Independent,1682,-95197,lost,205509,MUZAFFARPUR,GENERAL,2163427
96,Baruraj,SANJAY KUMAR PASWAN,Rashtriya Lok Janshakti Party,1578,-95301,lost,205509,MUZAFFARPUR,GENERAL,2163427
96,Baruraj,RAJESH KUMAR SAH,Independent,997,-95882,lost,205509,MUZAFFARPUR,GENERAL,2163427
96,Baruraj,RAJESH KUMAR,Independent,704,-96175,lost,205509,MUZAFFARPUR,GENERAL,2163427
